word,synonyms
hot,warm|heated|scorching
hotel,inn|motel|resort
hour,time|minute|period
house,home|building|dwelling
household,family|home|family
housing,accommodation|lodging|shelter
how,what|which|why
however,nevertheless|still|anyway
huge,enormous|massive|giant
human,person|mortal|being
humanitarian,charitable|altruistic|generous
humanity,humankind|people|mankind
humble,modest|moderate|meek
humorous,funny|amusing|comical
humour,fun|amusement|joke
hundred,dozen|score|lot
hunger,thirst|craving|appetite
hungry,starving|famished|ravenous
hunt,chase|pursue|track
hunting,chasing|pursuing|tracking
hurricane,storm|cyclone|typhoon
hurry,rush|haste|speed
hurt,pain|injure|damage
husband,partner|spouse|mate
hydrogen,gas|fuel|element
hypothesis,guess|theory|idea
i,me|myself
ice,frost|frozen|glacier
ice cream,sorbet|frozen|dessert
icon,image|picture|symbol
id,name|label|tag
idea,thought|concept|scheme
ideal,perfect|best
identical,same|exact|alike
identification,proof|name|label
identify,recognize|know|discover
identity,personality|character|self
ideological,political|idealist|extremist
ideology,philosophy|doctrine|beliefs
idiot,fool|simpleton|moron
if,when|unless|provided
ignorance,stupidity|obliviousness
ignore,disregard|overlook|dismiss
ill,sick|unwell|sore
illegal,unlawful|prohibited|forbidden
illness,sickness|disease|ailment
illusion,deception|trick|delusion
illustrate,explain|describe|depict
illustration,picture|image|drawing
image,picture|photo|picture
imagery,pictures|images|scenes
imaginary,fantastic|dreamy|fictional
imagination,fantasy|vision|dream
imagine,picture|envision|picture
immediate,instant|quick|prompt
immediately,quickly|soon|instantly
immense,huge|enormous|massive
immigrant,migrant|settler|refugee
immigration,migration|arrival|settlement
imminent,near|close|upcoming
immune,resistant|protected|safe
impact,effect|influence|result
impatient,irritable|frustrated|eager
implement,execute|carry|enforce
implementation,execution|practice|application
implication,meaning|consequence|result
imply,suggest|hint|mean
import,bring|fetch|obtain
importance,priority|value|significance
important,key|crucial|vital
impose,enforce|impart|force
impossible,unreal|unlikely|impractical
impress,influence|imprint|affect
impressed,amazed|surprised
impression,effect|impact|imprint
impressive,remarkable|amazing
imprison,jail|lockup|detain
imprisonment,jail|detention|captivity
improve,enhance|better|boost
improvement,betterment|enhancement|upgrade
in,inside|within|among
inability,weakness|failure|deficiency
inadequate,insufficient|incomplete|poor
inappropriate,improper|inadequate|unsuitable
incentive,reward|motivation|encouragement
inch,foot|hand|finger
incidence,rate|frequency|occurrence
incident,happening|event|accident
inclined,biased|partial|leaning
include,contain|involve|encompass
included,added|featured
including,likewise|also|too
inclusion,acceptance|welcome|integration
income,earnings|wages|salary
incorporate,include|merge|combine
incorrect,wrong|mistaken|false
increase,boost|rise|grow
increasingly,more|frequently|often
incredible,amazing|fantastic|awesome
incredibly,amazingly|extremely|remarkably
incur,get|contract|acquire
indeed,certainly|really|actually
independence,freedom|autonomy|liberty
independent,free|autonomous
index,pointer|key|reference
indicate,show|signal|point
indication,hint|sign|signal
indicator,signal|sign|marker
indictment,charge|accusation|blame
indigenous,native|aboriginal|local
indirect,roundabout|oblique|secondary
individual,person|personnel|single
indoor,home|house|interior
indoors,inside|in|home
induce,cause|bring|create
indulge,treat|enjoy|savor
industrial,mechanical|factory|manufacturing
industry,business|manufacturing|trade
inequality,unevenness|disparity|difference
inevitable,certain|fated|destined
inevitably,certainly|definitely|necessarily
infamous,notorious|famous
infant,baby|child|toddler
infect,contaminate|pollute|spread
infection,disease|illness|sickness
infer,deduce|guess|imagine
inflation,rise|increase|devaluation
inflict,hurt|cause|impose
influence,power|control|impact
influential,powerful|important|influencing
info,data|facts|details
inform,tell|notify|advise
informal,casual|friendly|relaxed
information,data|news|facts
infrastructure,system|network|foundation
ingredient,component|part|element
inhabitant,resident|dweller|settler
inherent,natural|inborn
inherit,receive|obtain|get
inhibit,stop|block|halt
initial,first|primary|beginning
initially,firstly|previously
initiate,start|begin|launch
initiative,project|plan|effort
inject,introduce|insert|put
injection,shot|dose|infusion
injure,hurt|damage|harm
injured,hurt|damaged
injury,harm|damage|hurt
injustice,unfairness|wrongdoing|inequality
ink,dye|paint|tint
inmate,prisoner|jailbird|convict
inner,innermost|central
innocent,pure|harmless|guiltless
innovation,improvement|change|progress
innovative,new|creative|original
input,data|information|feedback
inquiry,question|investigation|enquiry
insect,bug|invertebrate
insert,put|place|add
insertion,addition|insert|placement
inside,within|in
insider,informant|associate|colleague
insight,understanding|knowledge|perception
insist,demand|require|assert
inspect,check|examine|look
inspection,check|examination|review
inspector,investigator|examiner|checker
inspiration,motivation|idea|spark
inspire,motivate|encourage|stimulate
install,put|place|set
installation,setup|fitting
instance,case|example|situation
instant,quick|fast|swift
instantly,quickly|fast|swift
instead,further|more|else
instinct,hunch|gut
institute,school|college|academy
institution,organization|establishment|facility
institutional,official|formal|organized
instruct,teach|train|guide
instruction,direction|guidance|advice
instructor,teacher|trainer|coach
instrument,tool|device|equipment
instrumental,useful|helpful|practical
insufficient,inadequate|short|little
insult,slur|jibe|snub
insurance,coverage|protection|guarantee
intact,whole|complete|untouched
intake,ingestion|consumption|uptake
integral,essential|crucial|vital
integrate,unite|merge|join
integrated,combined|unified|merged
integration,combination|merging|unification
integrity,honesty|sincerity|trustworthiness
intellectual,smart|intelligent|clever
intelligence,smartness|wisdom|cleverness
intelligent,smart|clever
intend,mean|plan|aim
intended,planned|meant|aimed
intense,strong|powerful|severe
intensify,increase|strengthen|boost
intensity,strength|force|power
intensive,strong|intense|severe
intent,aim|purpose|goal
intention,plan|aim|purpose
interact,meet|talk|engage
interaction,communication|contact|exchange
interactive,engaging|involved
interest,attention|concern|curiosity
interested,curious|concerned|involved
interesting,fascinating|amusing|engaging
interface,surface|boundary|link
interfere,meddle|interrupt|hinder
interference,hindrance|obstacle|obstruction
interim,temporary|temporary|acting
interior,inside|inward|inner
intermediate,middle|average|mid
internal,private|inner|hidden
international,global|worldwide|universal
internet,network|web|system
interpret,explain|translate|understand
interpretation,meaning|explanation|translation
interrupt,stop|halt|pause
interval,gap|space|break
intervene,interrupt|interfere|meddle
intervention,action|help|interference
interview,talk|question|meeting
intimate,close|private|personal
into,in|inside|within
intriguing,fascinating|interesting|captivating
introduce,mention|show|present
introduction,start|beginning|launch
invade,attack|occupy|infiltrate
invasion,attack|raid|assault
invent,create|make|design
invention,creation|discovery|innovation
invest,spend|put|commit
investigate,examine|probe|look
investigation,probe|inquiry|enquiry
investigator,detective|researcher|examiner
investment,purchase|buyout|acquisition
investor,backer|financier|capitalist
invisible,secret|hidden
invitation,offer|request|bid
invite,ask|request|bid
invoke,call|use|apply
involve,include|participate
involved,participated|engaged|connected
involvement,participation|influence
iron,steel|metal|copper
ironic,funny|amusing|sarcastic
ironically,funny|surprising|odd
irony,sarcasm|hypocrisy|contradiction
irrelevant,unrelated|irrational|meaningless
island,shore|coast|reef
isolate,separate|single|alone
isolated,alone|separate|single
isolation,loneliness|solitude|separation
issue,problem|matter|concern
it,this|that|something
item,thing|object|article
its,hers|their
itself,it|self|same
jacket,coat|vest|blazer
jail,prison|penitentiary|lockup
jam,preserve|marmalade|spread
january,month|winter
jazz,swing|blues|music
jeans,trousers|pants|denims
jet,plane|aircraft|helicopter
jewellery,jewels|ornaments|trinkets
job,work|task|duty
join,unite|connect|link
joint,union|link|connection
joke,prank|humor|funny
journal,diary|log|record
journalism,reporting|writing|coverage
journalist,reporter|writer|correspondent
journey,trip|adventure|travel
joy,happiness|cheer|delight
judge,arbitrator|referee|arbiter
judgement,decision|verdict|opinion
judicial,legal|courtly|official
juice,liquid|drink|nectar
july,summer|month|august
jump,leap|bound|spring
junction,intersection|crossing|meeting
june,summer|month|season
junior,younger|smaller|lesser
jurisdiction,authority|power|control
jury,panel|panelists|members
just,fair|right|proper
justice,fairness|equality|righteousness
justification,reason|excuse|cause
justify,explain|defend|support
keen,sharp|eager|enthusiastic
keep,hold|save|retain
key,button|lock|switch
keyboard,typewriter|computer|console
never,rarely|seldom|hardly
thunder,storm|clap|crash
conversely,opposite|contrary|otherwise
price,cost|charge|fee
price,cost|rate|fee
